timestamp,datetime_utc,datetime_bj,action,price,size,position_before,position_after,equity,pnl,reason,ema_fast,ema_slow,gap_bps,signal
1765882800.756069,2025-12-16 11:00:00,2025-12-16 19:00:00,BarData,128.438,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 0.0 < 10),128.438,128.438,0.0,0
1765883700.6647885,2025-12-16 11:15:00,2025-12-16 19:15:00,BarData,128.349,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 2.8 < 10),128.393,128.430,2.8,0
1765884600.7205582,2025-12-16 11:30:00,2025-12-16 19:30:00,BarData,128.403,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 2.2 < 10),128.398,128.427,2.2,0
1765885500.5938609,2025-12-16 11:45:00,2025-12-16 19:45:00,BarData,128.219,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 7.7 < 10),128.309,128.407,7.7,0
1765886400.4107127,2025-12-16 12:00:00,2025-12-16 20:00:00,BarData,128.609,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 2.5 < 10),128.459,128.426,2.5,0
1765887302.9768887,2025-12-16 12:15:02,2025-12-16 20:15:02,BarData,128.658,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 8.5 < 10),128.558,128.448,8.5,0
1765888200.5747843,2025-12-16 12:30:00,2025-12-16 20:30:00,BarData,128.328,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 0.5 < 10),128.443,128.437,0.5,0
1765889100.2448814,2025-12-16 12:45:00,2025-12-16 20:45:00,BarData,128.508,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 2.5 < 10),128.476,128.444,2.5,0
1765890000.2182035,2025-12-16 13:00:00,2025-12-16 21:00:00,BarData,128.579,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 5.5 < 10),128.527,128.457,5.5,0
1765890900.4541266,2025-12-16 13:15:00,2025-12-16 21:15:00,BarData,128.592,0,0.0,0.0,196.213215,0.0,❌ 震荡 (Gap 7.0 < 10),128.560,128.470,7.0,0
1765891800.272706,2025-12-16 13:30:00,2025-12-16 21:30:00,BarData,128.983,0,0.0,0.0,196.213215,0.0,✅ 触发交易,128.771,128.518,19.6,1
1765891804.2271035,2025-12-16 13:30:04,2025-12-16 21:30:04,Strategy_Open,128.983,1.0,0,1.0,196.62121499999998,0.0,Strategy_Signal,128.771,128.518,19.6,1
1765891824.391287,2025-12-16 13:30:24,2025-12-16 21:30:24,TP,129.745,1.0,1.0,0.0,196.939215,0.0,🚀 止盈 (+5.09%),128.771,128.518,19.6,1
1765891824.3915858,2025-12-16 13:30:24,2025-12-16 21:30:24,PnlRecord,129.745,0,0,0,196.62721499999998,5.089551313832507,多,128.771,128.518,19.6,1
1765892700.2369983,2025-12-16 13:45:00,2025-12-16 21:45:00,BarData,127.474,0,0.0,0.0,196.939215,0.0,✅ 触发交易,128.123,128.419,23.2,-1
1765892704.1318014,2025-12-16 13:45:04,2025-12-16 21:45:04,Strategy_Open,127.474,1.0,0,-1.0,196.909215,0.0,Strategy_Signal,128.123,128.419,23.2,-1
1765892870.0689192,2025-12-16 13:47:50,2025-12-16 21:47:50,SL,127.741,1.0,-1.0,0.0,196.679215,0.0,🛡️ 止损 (-2.00%),128.123,128.419,23.2,-1
1765892870.0692189,2025-12-16 13:47:50,2025-12-16 21:47:50,PnlRecord,127.741,0,0,0,196.80621499999998,-2.000219631959552,空,128.123,128.419,23.2,-1
