timestamp,price,position,equity
1766419200.4229922,128.059,1.0,188.91562499999998
1766419200.9321532,128.059,1.0,188.91562499999998
1766419201.513688,128.063,1.0,188.91562499999998
1766419202.376595,128.045,1.0,188.87024
1766419202.8890142,128.045,1.0,188.87024
1766419203.6084533,128.054,1.0,188.87024
1766419204.327754,128.054,1.0,188.87024
1766419204.9057844,128.054,1.0,188.87024
1766419205.6230607,128.085,1.0,188.87024
1766419206.2143288,128.06,1.0,188.87024
1766419206.7289705,128.06,1.0,188.87024
1766419207.3174148,128.06,1.0,188.87024
1766419207.8264585,128.06,1.0,188.87024
1766419208.5454345,128.056,1.0,188.87024
1766419209.268312,128.056,1.0,188.87024
1766419209.8099668,128.056,1.0,188.87024
1766419210.3990607,128.095,1.0,188.87024
1766419210.906137,128.095,1.0,188.87024
1766419211.4863698,128.123,1.0,188.87024
1766419211.9930885,128.123,1.0,188.87024
1766419212.6663446,128.098,1.0,188.93024
1766419213.3842196,128.098,1.0,188.93024
1766419213.8909228,128.098,1.0,188.93024
1766419214.4731114,128.098,1.0,188.93024
1766419214.9808662,128.098,1.0,188.93024
1766419215.5610092,128.126,1.0,188.93024
1766419216.2776248,128.126,1.0,188.93024
1766419216.7850487,128.126,1.0,188.93024
1766419217.4986775,128.149,1.0,188.93024
1766419218.2161,128.149,1.0,188.93024
1766419218.7231367,128.149,1.0,188.93024
1766419219.3061125,128.176,1.0,188.93024
1766419219.812988,128.176,1.0,188.93024
1766419220.393878,128.191,1.0,188.93024
1766419220.8999422,128.191,1.0,188.93024
1766419221.4828336,128.194,1.0,188.93024
1766419221.9892957,128.194,1.0,188.93024
1766419222.5707064,128.195,1.0,188.93024
1766419223.2391407,128.196,1.0,189.02924
1766419223.74771,128.196,1.0,189.02924
1766419224.3285768,128.184,1.0,189.02924
1766419224.8356867,128.184,1.0,189.02924
1766419225.5554798,128.181,1.0,189.02924
1766419226.1474123,128.181,1.0,189.02924
1766419226.6544962,128.181,1.0,189.02924
1766419227.260419,128.163,1.0,189.02924
1766419227.7712226,128.163,1.0,189.02924
1766419228.3541682,128.205,1.0,189.02924
1766419228.8619642,128.205,1.0,189.02924
1766419229.4445925,128.205,1.0,189.02924
1766419229.9521778,128.205,1.0,189.02924
1766419232.2176528,128.17,1.0,189.02924
1766419232.7249196,128.17,1.0,189.02924
1766419233.536044,128.13,1.0,189.01224
1766419234.117785,128.122,1.0,189.01224
1766419234.624523,128.122,1.0,189.01224
1766419235.2057266,128.122,1.0,189.01224
1766419235.7123501,128.122,1.0,189.01224
1766419236.4326327,128.224,1.0,189.01224
1766419236.938987,128.224,1.0,189.01224
1766419237.6539822,128.244,1.0,189.01224
1766419238.2333577,128.271,1.0,189.01224
1766419238.7400587,128.271,1.0,189.01224
1766419239.32076,128.275,1.0,189.01224
1766419239.8274574,128.275,1.0,189.01224
1766419240.5431342,128.307,1.0,189.01224
1766419241.1232893,128.307,1.0,189.01224
1766419241.629196,128.307,1.0,189.01224
1766419242.348879,128.289,1.0,189.01224
1766419242.8556492,128.289,1.0,189.01224
1766419243.6573946,128.282,1.0,189.13523999999998
1766419244.3769073,128.226,1.0,189.13523999999998
1766419244.8837447,128.226,1.0,189.13523999999998
1766419245.4670396,128.239,1.0,189.13523999999998
1766419245.9734662,128.239,1.0,189.13523999999998
1766419246.5585208,128.278,1.0,189.13523999999998
1766419247.2760744,128.272,1.0,189.13523999999998
1766419247.782327,128.272,1.0,189.13523999999998
1766419248.5009239,128.272,1.0,189.13523999999998
1766419249.0840774,128.259,1.0,189.13523999999998
1766419249.595901,128.259,1.0,189.13523999999998
1766419250.3156235,128.273,1.0,189.13523999999998
1766419250.8219993,128.273,1.0,189.13523999999998
1766419251.5394864,128.283,1.0,189.13523999999998
1766419252.121411,128.265,1.0,189.13523999999998
1766419252.6276276,128.265,1.0,189.13523999999998
1766419253.2106214,128.288,1.0,189.13523999999998
1766419253.8066802,128.288,1.0,189.12524
1766419254.3917232,128.262,1.0,189.12524
1766419254.898503,128.262,1.0,189.12524
1766419255.4855456,128.262,1.0,189.12524
1766419255.9917865,128.262,1.0,189.12524
1766419256.5812442,128.262,1.0,189.12524
1766419257.1635292,128.277,1.0,189.12524
1766419257.6695871,128.277,1.0,189.12524
1766419258.2501066,128.322,1.0,189.12524
1766419258.758556,128.322,1.0,189.12524
1766419259.3408086,128.305,1.0,189.12524
1766419259.8486109,128.305,1.0,189.12524
1766419260.433676,128.299,1.0,189.12524
1766419260.9402642,128.299,1.0,189.12524
1766419261.656551,128.302,1.0,189.12524
1766419262.4235728,128.302,1.0,189.12524
1766419262.931248,128.302,1.0,189.12524
1766419263.6517098,128.259,1.0,189.12524
1766419264.460517,128.266,1.0,189.13724
1766419264.96698,128.266,1.0,189.13724
1766419265.68665,128.287,1.0,189.13724
1766419266.4044871,128.31,1.0,189.13724
1766419266.9262717,128.31,1.0,189.13724
1766419267.5052812,128.322,1.0,189.13724
1766419268.221713,128.297,1.0,189.13724
1766419268.7281034,128.297,1.0,189.13724
1766419269.307699,128.267,1.0,189.13724
1766419269.8141837,128.267,1.0,189.13724
1766419270.5331924,128.26,1.0,189.13724
1766419271.2953389,128.224,1.0,189.13724
1766419271.8015049,128.224,1.0,189.13724
1766419272.5190113,128.233,1.0,189.13724
1766419273.100924,128.233,1.0,189.13724
1766419273.6081722,128.233,1.0,189.13724
1766419274.277307,128.227,1.0,189.08324
1766419274.7847106,128.227,1.0,189.08324
1766419275.5074306,128.212,1.0,189.08324
1766419276.0870137,128.236,1.0,189.08324
1766419276.5966864,128.236,1.0,189.08324
1766419277.178348,128.236,1.0,189.08324
1766419277.686351,128.236,1.0,189.08324
1766419278.26739,128.258,1.0,189.08324
1766419278.7752955,128.258,1.0,189.08324
1766419279.3558185,128.156,1.0,189.08324
1766419279.8637047,128.156,1.0,189.08324
1766419280.4435527,128.168,1.0,189.08324
1766419280.9494953,128.168,1.0,189.08324
1766419281.6653347,128.137,1.0,189.08324
1766419282.3805115,128.137,1.0,189.08324
1766419282.8876119,128.137,1.0,189.08324
1766419283.4680212,128.159,1.0,189.08324
1766419283.9747818,128.159,1.0,189.08324
1766419284.6441958,128.158,1.0,188.97024
1766419285.3584273,128.158,1.0,188.97024
1766419285.865126,128.158,1.0,188.97024
1766419286.5850756,128.158,1.0,188.97024
1766419287.2997854,128.158,1.0,188.97024
1766419287.8054383,128.158,1.0,188.97024
1766419288.388877,128.203,1.0,188.97024
1766419288.904762,128.203,1.0,188.97024
1766419289.4166708,128.162,1.0,188.97024
1766419289.921942,128.162,1.0,188.97024
1766419290.5027003,128.166,1.0,188.97024
1766419291.219276,128.125,1.0,188.97024
1766419291.7318292,128.125,1.0,188.97024
1766419292.4499898,128.078,1.0,188.97024
1766419292.956185,128.078,1.0,188.97024
1766419293.6700668,128.078,1.0,188.97024
1766419294.3863115,128.078,1.0,188.97024
1766419294.9835782,128.078,1.0,188.90524
1766419295.5629835,128.011,1.0,188.90524
1766419296.2785656,128.028,1.0,188.90524
1766419296.784989,128.028,1.0,188.90524
1766419297.3650017,128.03,1.0,188.90524
1766419297.8713877,128.03,1.0,188.90524
1766419298.456111,128.031,1.0,188.90524
1766419298.9625432,128.031,1.0,188.90524
1766419299.5424242,128.015,1.0,188.90524
1766419300.257837,128.015,1.0,188.90524
1766419300.7656424,128.015,1.0,188.90524
1766419301.4809353,128.024,1.0,188.90524
1766419301.9871097,128.024,1.0,188.90524
1766419302.5671651,128.024,1.0,188.90524
1766419303.1463482,127.998,1.0,188.90524
1766419303.6528602,127.998,1.0,188.90524
1766419304.2307196,128.0,1.0,188.90524
1766419304.7376974,128.0,1.0,188.90524
1766419305.4037237,127.974,1.0,188.84024
1766419305.9156537,127.974,1.0,188.84024
1766419306.4978902,128.026,1.0,188.84024
1766419307.2115242,127.975,1.0,188.84024
1766419307.7194872,127.975,1.0,188.84024
1766419308.3000016,127.966,1.0,188.84024
1766419308.8061125,127.966,1.0,188.84024
1766419309.3845239,127.959,1.0,188.84024
1766419309.8982239,127.959,1.0,188.84024
1766419310.4767652,127.974,1.0,188.84024
1766419310.9831374,127.974,1.0,188.84024
1766419311.5664015,128.001,1.0,188.84024
1766419312.2803512,128.005,1.0,188.84024
1766419312.7867577,128.005,1.0,188.84024
1766419313.5051334,128.004,1.0,188.84024
1766419314.0877135,128.004,1.0,188.84024
1766419314.6007762,128.004,1.0,188.84024
1766419315.179912,128.053,1.0,188.84024
1766419315.7744126,128.053,1.0,188.87024
1766419316.4983785,128.062,1.0,188.87024
1766419317.0779953,128.062,1.0,188.87024
1766419317.5864747,128.062,1.0,188.87024
1766419318.3110936,128.084,1.0,188.87024
1766419318.817762,128.084,1.0,188.87024
1766419319.3980472,128.084,1.0,188.87024
1766419319.905354,128.084,1.0,188.87024
1766419320.4860988,128.15,1.0,188.87024
1766419320.992825,128.15,1.0,188.87024
1766419321.7104812,128.142,1.0,188.87024
1766419322.2907941,128.151,1.0,188.87024
1766419322.7974129,128.151,1.0,188.87024
1766419323.377808,128.155,1.0,188.87024
1766419323.8857846,128.155,1.0,188.87024
1766419324.4643703,128.146,1.0,188.87024
1766419324.971547,128.146,1.0,188.87024
1766419325.6870022,128.126,1.0,188.87024
1766419326.3549864,128.126,1.0,188.96723999999998
1766419326.86387,128.126,1.0,188.96723999999998
1766419327.4439054,128.091,1.0,188.96723999999998
1766419327.9518166,128.091,1.0,188.96723999999998
1766419328.668879,128.095,1.0,188.96723999999998
1766419329.384163,128.095,1.0,188.96723999999998
1766419329.8940706,128.095,1.0,188.96723999999998
