timestamp,datetime_utc,datetime_bj,action,price,size,position_before,position_after,equity,pnl,reason,ema_fast,ema_slow,gap_bps,signal
1765623000.4556868,2025-12-13 10:50:00,2025-12-13 18:50:00,BarData,134.095,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 0.0 < 10),134.095,134.095,0.0,0
1765623300.1749542,2025-12-13 10:55:00,2025-12-13 18:55:00,BarData,133.883,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 1.9 < 10),134.062,134.088,1.9,0
1765623601.3990104,2025-12-13 11:00:01,2025-12-13 19:00:01,BarData,133.948,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 2.9 < 10),134.045,134.083,2.9,0
1765623900.5578165,2025-12-13 11:05:00,2025-12-13 19:05:00,BarData,133.962,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 3.5 < 10),134.032,134.079,3.5,0
1765624200.6125052,2025-12-13 11:10:00,2025-12-13 19:10:00,BarData,133.83,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 5.3 < 10),134.001,134.071,5.3,0
1765624500.2731493,2025-12-13 11:15:00,2025-12-13 19:15:00,BarData,133.941,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 5.6 < 10),133.992,134.067,5.6,0
1765624801.4716208,2025-12-13 11:20:01,2025-12-13 19:20:01,BarData,133.91,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 6.2 < 10),133.979,134.062,6.2,0
1765625100.5337946,2025-12-13 11:25:00,2025-12-13 19:25:00,BarData,133.68,0,0.0,0.0,194.737102,0.0,❌ 震荡 (Gap 8.7 < 10),133.933,134.049,8.7,0
1765625400.5225992,2025-12-13 11:30:00,2025-12-13 19:30:00,BarData,133.694,0,0.0,0.0,194.737102,0.0,✅ 触发交易,133.896,134.038,10.6,-1
1765625404.602145,2025-12-13 11:30:04,2025-12-13 19:30:04,Strategy_Open,133.694,1.0,0,-1.0,194.729245,0.0,Strategy_Signal,133.896,134.038,10.6,-1
1765625700.6572618,2025-12-13 11:35:00,2025-12-13 19:35:00,BarData,133.597,0,-1.0,-1.0,194.830245,0.0,✅ 触发交易,133.850,134.023,12.9,-1
1765626000.222723,2025-12-13 11:40:00,2025-12-13 19:40:00,BarData,133.672,0,-1.0,-1.0,194.737245,0.0,❌ 快线向上,133.823,134.012,14.1,0
1765626000.9064727,2025-12-13 11:40:00,2025-12-13 19:40:00,PnlRecord,133.672,0,0,0,194.737245,0.13463983843219898,空,133.823,134.012,14.1,0
1765626002.0901258,2025-12-13 11:40:02,2025-12-13 19:40:02,CloseSignal,133.672,1.0,-1.0,0,194.737245,0.0,Strategy_TrendEnd,133.823,134.012,14.1,0
1765626300.4961972,2025-12-13 11:45:00,2025-12-13 19:45:00,BarData,133.375,0,0.0,0.0,194.733245,0.0,❌ 快线向上,133.754,133.991,17.8,0
1765626601.492615,2025-12-13 11:50:01,2025-12-13 19:50:01,BarData,133.343,0,0.0,0.0,194.733245,0.0,✅ 触发交易,133.691,133.970,20.9,-1
1765626605.5583527,2025-12-13 11:50:05,2025-12-13 19:50:05,Strategy_Open,133.343,1.0,0,-1.0,194.719245,0.0,Strategy_Signal,133.691,133.970,20.9,-1
1765626900.2737978,2025-12-13 11:55:00,2025-12-13 19:55:00,BarData,133.419,0,-1.0,-1.0,194.666245,0.0,✅ 触发交易,133.649,133.952,22.7,-1
1765627200.6284397,2025-12-13 12:00:00,2025-12-13 20:00:00,BarData,133.221,0,-1.0,-1.0,194.844245,0.0,❌ 快线向上,133.583,133.928,25.9,0
1765627201.3336518,2025-12-13 12:00:01,2025-12-13 20:00:01,PnlRecord,133.221,0,0,0,194.844245,0.9374109459601339,空,133.583,133.928,25.9,0
1765627201.8474452,2025-12-13 12:00:01,2025-12-13 20:00:01,CloseSignal,133.221,1.0,-1.0,0,194.844245,0.0,Strategy_TrendEnd,133.583,133.928,25.9,0
1765627500.7572446,2025-12-13 12:05:00,2025-12-13 20:05:00,BarData,133.355,0,0.0,0.0,194.845578,0.0,❌ 快线向上,133.548,133.909,27.1,0
1765627800.6252532,2025-12-13 12:10:00,2025-12-13 20:10:00,BarData,133.504,0,0.0,0.0,194.845578,0.0,✅ 触发交易,133.541,133.896,26.5,-1
1765627804.6996403,2025-12-13 12:10:04,2025-12-13 20:10:04,Strategy_Open,133.504,1.0,0,-1.0,194.846578,0.0,Strategy_Signal,133.541,133.896,26.5,-1
1765628100.8130531,2025-12-13 12:15:00,2025-12-13 20:15:00,BarData,133.549,0,-1.0,-1.0,194.809578,0.0,✅ 触发交易,133.542,133.884,25.6,-1
1765628400.1522117,2025-12-13 12:20:00,2025-12-13 20:20:00,BarData,133.514,0,-1.0,-1.0,194.86657799999998,0.0,❌ 快线向上,133.538,133.872,25.0,0
1765628400.8778844,2025-12-13 12:20:00,2025-12-13 20:20:00,PnlRecord,133.514,0,0,0,194.86657799999998,-0.07490412272305945,空,133.538,133.872,25.0,0
1765628401.411535,2025-12-13 12:20:01,2025-12-13 20:20:01,CloseSignal,133.514,1.0,-1.0,0,194.86657799999998,0.0,Strategy_TrendEnd,133.538,133.872,25.0,0
1765628700.093107,2025-12-13 12:25:00,2025-12-13 20:25:00,BarData,133.27,0,0.0,0.0,194.843578,0.0,❌ 快线向上,133.497,133.852,26.7,0
