timestamp,price,position,equity
1764950400.0781255,134.927,-1.0,203.12312400000002
1764950400.6500015,134.928,-1.0,203.12312400000002
1764950401.2222178,134.921,-1.0,203.12312400000002
1764950401.7939713,134.904,-1.0,203.12312400000002
1764950402.3659873,134.897,-1.0,203.12312400000002
1764950405.0108037,134.916,-1.0,203.12312400000002
1764950405.6574733,134.924,-1.0,203.129828
1764950406.22925,134.924,-1.0,203.129828
1764950406.8007588,134.935,-1.0,203.129828
1764950407.3727155,134.919,-1.0,203.129828
1764950407.956558,134.919,-1.0,203.129828
1764950408.528083,134.902,-1.0,203.129828
1764950411.1729183,134.968,-1.0,203.129828
1764950411.7451415,134.967,-1.0,203.129828
1764950412.3173008,134.967,-1.0,203.129828
1764950412.8890681,134.967,-1.0,203.129828
1764950413.460503,134.967,-1.0,203.129828
1764950414.0325577,134.967,-1.0,203.129828
1764950414.604071,134.967,-1.0,203.129828
1764950415.1754022,134.966,-1.0,203.129828
1764950417.9008052,134.975,-1.0,203.083828
1764950418.472545,135.002,-1.0,203.083828
1764950419.0450075,135.002,-1.0,203.083828
1764950419.6173794,135.002,-1.0,203.083828
1764950420.1890507,135.017,-1.0,203.083828
1764950420.7606232,135.017,-1.0,203.083828
1764950421.3367305,135.003,-1.0,203.083828
1764950421.9085164,134.99,-1.0,203.083828
1764950422.4810057,134.99,-1.0,203.083828
1764950423.0527513,134.986,-1.0,203.083828
1764950423.6281333,134.986,-1.0,203.083828
1764950424.199755,134.981,-1.0,203.083828
1764950426.8445582,134.985,-1.0,203.083828
1764950427.4961872,134.985,-1.0,203.064828
1764950428.0690923,134.969,-1.0,203.064828
1764950428.6406293,134.968,-1.0,203.064828
1764950429.2121742,134.914,-1.0,203.064828
1764950429.783978,134.945,-1.0,203.064828
1764950430.3558607,134.945,-1.0,203.064828
1764950430.927598,134.945,-1.0,203.064828
1764950433.5724168,134.937,-1.0,203.064828
1764950434.143991,134.941,-1.0,203.064828
1764950434.7157779,134.94,-1.0,203.064828
1764950435.287597,134.94,-1.0,203.064828
1764950435.858866,134.911,-1.0,203.064828
1764950436.4305432,134.911,-1.0,203.064828
1764950437.0022018,134.911,-1.0,203.064828
1764950437.6508315,134.911,-1.0,203.124828
1764950440.2985618,134.925,-1.0,203.124828
1764950440.8703537,134.925,-1.0,203.124828
1764950441.4428127,134.942,-1.0,203.124828
1764950442.0141988,134.943,-1.0,203.124828
1764950442.5857353,134.943,-1.0,203.124828
1764950443.1576009,134.943,-1.0,203.124828
1764950443.7367313,134.927,-1.0,203.124828
1764950444.310057,134.927,-1.0,203.124828
1764950444.8817325,134.923,-1.0,203.124828
1764950445.4531395,134.923,-1.0,203.124828
1764950446.0269995,134.923,-1.0,203.124828
1764950448.6708922,134.858,-1.0,203.124828
1764950449.3244812,134.858,-1.0,203.154828
1764950449.8962507,134.858,-1.0,203.154828
1764950450.4678812,134.879,-1.0,203.154828
1764950451.039749,134.879,-1.0,203.154828
1764950451.6113553,134.897,-1.0,203.154828
1764950452.183152,134.897,-1.0,203.154828
1764950452.7548366,134.891,-1.0,203.154828
1764950455.3983996,134.894,-1.0,203.154828
1764950455.9728487,134.902,-1.0,203.154828
1764950456.5447805,134.902,-1.0,203.154828
1764950457.1173084,134.895,-1.0,203.154828
1764950457.68854,134.898,-1.0,203.154828
1764950458.2599342,134.88,-1.0,203.154828
1764950458.831959,134.844,-1.0,203.154828
1764950459.481906,134.858,-1.0,203.184828
1764950462.1238275,134.886,-1.0,203.184828
1764950462.6956325,134.85,-1.0,203.184828
1764950463.2674682,134.86,-1.0,203.184828
1764950463.8389301,134.817,-1.0,203.184828
1764950464.4098196,134.817,-1.0,203.184828
1764950464.9813192,134.816,-1.0,203.184828
1764950465.5528784,134.761,-1.0,203.184828
1764950466.1249864,134.761,-1.0,203.184828
1764950466.696931,134.793,-1.0,203.184828
1764950467.2696812,134.793,-1.0,203.184828
1764950467.8409863,134.762,-1.0,203.184828
1764950468.4161508,134.762,-1.0,203.184828
1764950471.0599601,134.821,-1.0,203.184828
1764950471.711718,134.855,-1.0,203.253828
1764950472.283724,134.858,-1.0,203.253828
1764950472.8574343,134.872,-1.0,203.253828
1764950473.4297087,134.872,-1.0,203.253828
1764950474.0012655,134.908,-1.0,203.253828
1764950474.5725467,134.908,-1.0,203.253828
1764950475.1444123,134.908,-1.0,203.253828
1764950477.788772,134.927,-1.0,203.253828
1764950478.3604038,134.93,-1.0,203.253828
1764950478.9319315,134.93,-1.0,203.253828
1764950479.504147,134.891,-1.0,203.253828
1764950480.076314,134.844,-1.0,203.253828
1764950480.6473114,134.844,-1.0,203.253828
1764950481.219193,134.86,-1.0,203.253828
1764950481.868448,134.842,-1.0,203.188828
1764950484.5118163,134.783,-1.0,203.188828
1764950485.0833967,134.784,-1.0,203.188828
1764950485.655048,134.793,-1.0,203.188828
1764950486.2269096,134.815,-1.0,203.188828
1764950486.7984676,134.815,-1.0,203.188828
1764950487.3755565,134.815,-1.0,203.188828
1764950487.9472296,134.865,-1.0,203.188828
1764950488.5242243,134.867,-1.0,203.188828
1764950489.0955646,134.865,-1.0,203.188828
1764950489.6671088,134.865,-1.0,203.188828
1764950490.2387948,134.865,-1.0,203.188828
1764950492.8819988,134.889,-1.0,203.188828
1764950493.5380216,134.885,-1.0,203.154828
1764950494.1093996,134.943,-1.0,203.154828
1764950494.6809576,134.945,-1.0,203.154828
1764950495.2524726,134.939,-1.0,203.154828
1764950495.8261576,134.944,-1.0,203.154828
1764950496.39803,134.944,-1.0,203.154828
1764950496.970061,134.938,-1.0,203.154828
1764950499.6147463,134.923,-1.0,203.154828
1764950500.18776,134.932,-1.0,203.154828
1764950500.7591374,134.953,-1.0,203.154828
1764950501.3308015,134.953,-1.0,203.154828
1764950501.9023242,134.982,-1.0,203.154828
1764950502.4735177,134.982,-1.0,203.154828
1764950503.0486693,134.982,-1.0,203.154828
1764950503.7001512,134.965,-1.0,203.05582800000002
1764950506.34448,134.993,-1.0,203.05582800000002
1764950506.9160843,134.994,-1.0,203.05582800000002
1764950507.4876168,134.994,-1.0,203.05582800000002
1764950508.0588293,134.981,-1.0,203.05582800000002
1764950508.6303992,134.981,-1.0,203.05582800000002
1764950509.202316,134.981,-1.0,203.05582800000002
1764950509.7737901,134.981,-1.0,203.05582800000002
1764950510.3455997,134.977,-1.0,203.05582800000002
1764950510.9172966,134.977,-1.0,203.05582800000002
1764950511.4886,134.963,-1.0,203.05582800000002
1764950512.0607872,134.962,-1.0,203.05582800000002
1764950512.6328278,134.928,-1.0,203.05582800000002
1764950515.2783232,134.932,-1.0,203.05582800000002
1764950515.9269133,134.94,-1.0,203.109828
1764950516.501236,134.94,-1.0,203.109828
1764950517.0738897,134.94,-1.0,203.109828
1764950517.645818,134.94,-1.0,203.109828
1764950518.21758,134.94,-1.0,203.109828
1764950518.7887568,134.941,-1.0,203.109828
1764950519.3603063,134.966,-1.0,203.109828
1764950522.0088367,134.982,-1.0,203.109828
1764950522.5808177,134.982,-1.0,203.109828
1764950523.152509,135.0,-1.0,203.109828
1764950523.7250416,135.0,-1.0,203.109828
1764950524.2982025,135.0,-1.0,203.109828
1764950524.870052,135.0,-1.0,203.109828
1764950525.4414594,135.0,-1.0,203.109828
1764950528.1645648,135.0,-1.0,203.044828
1764950528.736567,135.0,-1.0,203.044828
1764950529.3085825,135.012,-1.0,203.044828
1764950529.880377,135.002,-1.0,203.044828
1764950530.451572,135.002,-1.0,203.044828
1764950531.0232344,135.002,-1.0,203.044828
1764950531.5946126,135.002,-1.0,203.044828
1764950532.1662078,135.002,-1.0,203.044828
1764950532.7392113,135.01,-1.0,203.044828
1764950533.3108854,135.01,-1.0,203.044828
1764950533.8850434,135.0,-1.0,203.044828
1764950534.4569585,134.97,-1.0,203.044828
1764950537.1004858,134.95,-1.0,203.044828
1764950537.746733,134.95,-1.0,203.11482800000002
1764950538.318483,134.959,-1.0,203.11482800000002
1764950538.8902264,134.96,-1.0,203.11482800000002
1764950539.4611974,134.963,-1.0,203.11482800000002
1764950540.0326066,134.979,-1.0,203.11482800000002
1764950540.6041126,134.967,-1.0,203.11482800000002
1764950541.175557,134.969,-1.0,203.11482800000002
1764950543.8198519,135.0,-1.0,203.11482800000002
1764950544.3933077,135.0,-1.0,203.11482800000002
1764950544.9648879,135.0,-1.0,203.11482800000002
