date,当日盈亏,当日胜率(%),交易次数
2025-12-23,-27.56299568387917,14.556962025316455,158
2025-12-22,1.5611172379736995,22.699386503067483,163
2025-12-21,-5.438143327725781,22.22222222222222,90
2025-12-20,-1.820941392417046,30.76923076923077,26
