TF,Fast,Slow,Band,TP,SL,ROE,Trades,WinRate
0.5min,12,20,50,0.05,0.03,0.0,0,0.0
1min,12,15,30,0.01,0.03,0.0,0,0.0
1min,12,15,30,0.02,0.01,0.0,0,0.0
1min,12,15,30,0.02,0.02,0.0,0,0.0
0.5min,12,20,50,0.01,0.01,0.0,0,0.0
0.5min,12,20,50,0.01,0.02,0.0,0,0.0
1min,12,15,30,0.01,0.01,0.0,0,0.0
1min,12,15,30,0.01,0.02,0.0,0,0.0
1min,12,15,50,0.02,0.01,0.0,0,0.0
1min,12,15,50,0.02,0.02,0.0,0,0.0
1min,12,15,50,0.02,0.03,0.0,0,0.0
1min,12,15,20,0.01,0.01,0.0,0,0.0
1min,12,15,20,0.01,0.02,0.0,0,0.0
1min,12,15,20,0.01,0.03,0.0,0,0.0
1min,12,15,20,0.02,0.01,0.0,0,0.0
1min,12,15,20,0.02,0.02,0.0,0,0.0
1min,12,15,20,0.02,0.03,0.0,0,0.0
1min,12,15,20,0.03,0.01,0.0,0,0.0
1min,12,15,20,0.03,0.02,0.0,0,0.0
0.5min,9,10,10,0.01,0.01,0.0,0,0.0
0.5min,9,10,10,0.01,0.02,0.0,0,0.0
0.5min,9,10,10,0.01,0.03,0.0,0,0.0
0.5min,9,10,10,0.02,0.01,0.0,0,0.0
0.5min,9,10,10,0.02,0.02,0.0,0,0.0
0.5min,9,10,10,0.02,0.03,0.0,0,0.0
1min,12,20,50,0.01,0.03,0.0,0,0.0
1min,12,20,50,0.02,0.01,0.0,0,0.0
1min,12,20,50,0.02,0.02,0.0,0,0.0
1min,12,20,50,0.02,0.03,0.0,0,0.0
1min,12,20,50,0.03,0.01,0.0,0,0.0
1min,12,20,50,0.03,0.02,0.0,0,0.0
1min,12,20,50,0.03,0.03,0.0,0,0.0
5min,12,15,50,0.03,0.01,0.0,0,0.0
5min,12,15,50,0.03,0.02,0.0,0,0.0
5min,12,15,50,0.03,0.03,0.0,0,0.0
5min,12,15,50,0.05,0.01,0.0,0,0.0
5min,12,15,50,0.05,0.02,0.0,0,0.0
1min,12,20,50,0.01,0.02,0.0,0,0.0
0.5min,9,10,30,0.02,0.01,0.0,0,0.0
0.5min,9,10,30,0.02,0.02,0.0,0,0.0
0.5min,9,10,30,0.02,0.03,0.0,0,0.0
0.5min,9,10,30,0.03,0.03,0.0,0,0.0
0.5min,9,10,30,0.05,0.01,0.0,0,0.0
0.5min,9,10,20,0.01,0.03,0.0,0,0.0
0.5min,9,10,20,0.02,0.01,0.0,0,0.0
0.5min,9,10,30,0.03,0.02,0.0,0,0.0
0.5min,9,10,10,0.03,0.01,0.0,0,0.0
0.5min,9,10,10,0.03,0.02,0.0,0,0.0
0.5min,9,10,10,0.03,0.03,0.0,0,0.0
0.5min,9,10,10,0.05,0.01,0.0,0,0.0
0.5min,9,10,10,0.05,0.02,0.0,0,0.0
0.5min,12,15,30,0.05,0.02,0.0,0,0.0
0.5min,12,15,30,0.05,0.03,0.0,0,0.0
0.5min,12,15,50,0.01,0.01,0.0,0,0.0
0.5min,9,10,50,0.02,0.03,0.0,0,0.0
0.5min,9,10,50,0.03,0.01,0.0,0,0.0
0.5min,9,10,50,0.03,0.02,0.0,0,0.0
0.5min,9,10,50,0.03,0.03,0.0,0,0.0
5min,12,15,50,0.02,0.01,0.0,0,0.0
5min,12,15,50,0.02,0.02,0.0,0,0.0
5min,12,15,50,0.02,0.03,0.0,0,0.0
0.5min,9,10,20,0.03,0.03,0.0,0,0.0
0.5min,9,10,20,0.05,0.02,0.0,0,0.0
0.5min,9,10,20,0.05,0.03,0.0,0,0.0
0.5min,9,10,30,0.01,0.01,0.0,0,0.0
0.5min,9,10,30,0.05,0.03,0.0,0,0.0
0.5min,9,10,50,0.01,0.01,0.0,0,0.0
0.5min,9,10,50,0.01,0.02,0.0,0,0.0
0.5min,9,10,50,0.01,0.03,0.0,0,0.0
0.5min,9,10,50,0.02,0.01,0.0,0,0.0
0.5min,9,10,50,0.02,0.02,0.0,0,0.0
0.5min,9,10,30,0.05,0.02,0.0,0,0.0
1min,12,20,50,0.05,0.01,0.0,0,0.0
1min,12,20,50,0.05,0.02,0.0,0,0.0
1min,12,20,50,0.05,0.03,0.0,0,0.0
15min,9,10,30,0.02,0.03,0.0,0,0.0
15min,9,10,30,0.03,0.01,0.0,0,0.0
15min,9,10,30,0.03,0.02,0.0,0,0.0
15min,9,10,30,0.03,0.03,0.0,0,0.0
15min,9,10,30,0.05,0.01,0.0,0,0.0
0.5min,12,15,20,0.03,0.01,0.0,0,0.0
0.5min,12,15,20,0.03,0.02,0.0,0,0.0
0.5min,9,10,50,0.05,0.01,0.0,0,0.0
15min,9,10,30,0.01,0.01,0.0,0,0.0
15min,9,10,30,0.01,0.02,0.0,0,0.0
15min,9,10,30,0.01,0.03,0.0,0,0.0
15min,9,10,30,0.02,0.01,0.0,0,0.0
15min,9,10,30,0.02,0.02,0.0,0,0.0
1min,12,20,50,0.01,0.01,0.0,0,0.0
0.5min,9,10,20,0.03,0.02,0.0,0,0.0
15min,9,10,50,0.02,0.01,0.0,0,0.0
15min,9,10,50,0.02,0.02,0.0,0,0.0
15min,9,10,50,0.02,0.03,0.0,0,0.0
15min,9,10,50,0.03,0.01,0.0,0,0.0
15min,9,10,50,0.03,0.02,0.0,0,0.0
15min,9,10,50,0.03,0.03,0.0,0,0.0
15min,9,10,50,0.05,0.01,0.0,0,0.0
15min,9,10,50,0.05,0.02,0.0,0,0.0
15min,9,10,50,0.05,0.03,0.0,0,0.0
0.5min,12,15,30,0.03,0.03,0.0,0,0.0
0.5min,9,10,20,0.05,0.01,0.0,0,0.0
0.5min,9,10,30,0.01,0.02,0.0,0,0.0
0.5min,9,10,30,0.01,0.03,0.0,0,0.0
0.5min,12,15,20,0.02,0.02,0.0,0,0.0
0.5min,6,10,50,0.01,0.03,0.0,0,0.0
0.5min,6,10,50,0.02,0.01,0.0,0,0.0
0.5min,6,10,50,0.02,0.02,0.0,0,0.0
1min,6,10,50,0.05,0.02,0.0,0,0.0
5min,9,10,50,0.03,0.02,0.0,0,0.0
5min,9,10,50,0.03,0.01,0.0,0,0.0
1min,6,10,50,0.05,0.03,0.0,0,0.0
5min,9,10,50,0.02,0.03,0.0,0,0.0
1min,9,10,10,0.02,0.02,0.0,0,0.0
5min,9,10,30,0.05,0.02,0.0,0,0.0
0.5min,9,10,20,0.02,0.03,0.0,0,0.0
0.5min,9,10,20,0.03,0.01,0.0,0,0.0
0.5min,12,15,20,0.03,0.03,0.0,0,0.0
15min,9,10,50,0.01,0.02,0.0,0,0.0
15min,9,10,50,0.01,0.03,0.0,0,0.0
1min,9,15,50,0.01,0.02,0.0,0,0.0
1min,9,15,50,0.01,0.03,0.0,0,0.0
1min,9,15,50,0.02,0.01,0.0,0,0.0
0.5min,6,10,50,0.01,0.02,0.0,0,0.0
0.5min,12,15,30,0.05,0.01,0.0,0,0.0
0.5min,12,15,50,0.01,0.02,0.0,0,0.0
0.5min,12,15,50,0.01,0.03,0.0,0,0.0
0.5min,12,15,50,0.02,0.01,0.0,0,0.0
0.5min,12,15,50,0.02,0.02,0.0,0,0.0
0.5min,12,15,50,0.02,0.03,0.0,0,0.0
0.5min,12,15,50,0.03,0.01,0.0,0,0.0
0.5min,12,15,50,0.03,0.02,0.0,0,0.0
0.5min,12,15,50,0.03,0.03,0.0,0,0.0
0.5min,12,15,50,0.05,0.01,0.0,0,0.0
0.5min,12,15,50,0.05,0.02,0.0,0,0.0
0.5min,12,15,50,0.05,0.03,0.0,0,0.0
0.5min,6,10,50,0.03,0.03,0.0,0,0.0
0.5min,6,10,50,0.05,0.01,0.0,0,0.0
0.5min,6,10,50,0.05,0.02,0.0,0,0.0
0.5min,6,10,50,0.05,0.03,0.0,0,0.0
5min,9,10,20,0.02,0.01,0.0,0,0.0
1min,6,10,50,0.01,0.01,0.0,0,0.0
1min,6,10,50,0.01,0.02,0.0,0,0.0
1min,6,10,50,0.01,0.03,0.0,0,0.0
1min,6,10,50,0.02,0.01,0.0,0,0.0
1min,6,10,50,0.02,0.02,0.0,0,0.0
1min,6,10,50,0.02,0.03,0.0,0,0.0
1min,6,10,50,0.03,0.01,0.0,0,0.0
1min,6,10,50,0.03,0.02,0.0,0,0.0
1min,6,10,50,0.03,0.03,0.0,0,0.0
1min,6,10,50,0.05,0.01,0.0,0,0.0
1min,9,15,50,0.01,0.01,0.0,0,0.0
0.5min,9,15,50,0.02,0.03,0.0,0,0.0
0.5min,9,15,50,0.03,0.01,0.0,0,0.0
0.5min,9,15,50,0.03,0.02,0.0,0,0.0
0.5min,9,15,50,0.03,0.03,0.0,0,0.0
0.5min,9,15,50,0.05,0.01,0.0,0,0.0
0.5min,9,15,50,0.05,0.02,0.0,0,0.0
0.5min,9,15,50,0.05,0.03,0.0,0,0.0
5min,9,10,20,0.05,0.02,0.0,0,0.0
5min,9,10,20,0.05,0.03,0.0,0,0.0
0.5min,9,15,50,0.01,0.01,0.0,0,0.0
0.5min,9,15,50,0.01,0.02,0.0,0,0.0
1min,9,15,50,0.02,0.02,0.0,0,0.0
1min,9,15,50,0.02,0.03,0.0,0,0.0
0.5min,6,10,50,0.02,0.03,0.0,0,0.0
0.5min,6,10,50,0.03,0.01,0.0,0,0.0
0.5min,6,10,50,0.03,0.02,0.0,0,0.0
0.5min,12,15,30,0.01,0.01,0.0,0,0.0
0.5min,12,15,30,0.01,0.02,0.0,0,0.0
0.5min,12,15,30,0.01,0.03,0.0,0,0.0
0.5min,12,15,30,0.02,0.01,0.0,0,0.0
0.5min,12,15,30,0.02,0.02,0.0,0,0.0
0.5min,12,15,30,0.02,0.03,0.0,0,0.0
0.5min,12,15,30,0.03,0.01,0.0,0,0.0
0.5min,12,15,30,0.03,0.02,0.0,0,0.0
5min,9,10,30,0.01,0.01,0.0,0,0.0
0.5min,12,15,20,0.01,0.01,0.0,0,0.0
1min,9,10,30,0.03,0.03,0.0,0,0.0
1min,9,10,30,0.05,0.01,0.0,0,0.0
1min,9,10,30,0.05,0.02,0.0,0,0.0
0.5min,9,15,50,0.01,0.03,0.0,0,0.0
0.5min,9,15,50,0.02,0.01,0.0,0,0.0
0.5min,9,15,50,0.02,0.02,0.0,0,0.0
1min,9,10,20,0.05,0.03,0.0,0,0.0
0.5min,12,15,20,0.01,0.02,0.0,0,0.0
0.5min,12,15,20,0.01,0.03,0.0,0,0.0
0.5min,12,15,20,0.02,0.01,0.0,0,0.0
5min,9,10,30,0.01,0.02,0.0,0,0.0
5min,9,10,30,0.01,0.03,0.0,0,0.0
1min,9,15,50,0.03,0.01,0.0,0,0.0
1min,9,15,50,0.03,0.02,0.0,0,0.0
1min,9,15,50,0.03,0.03,0.0,0,0.0
1min,9,15,50,0.05,0.01,0.0,0,0.0
1min,9,15,50,0.05,0.02,0.0,0,0.0
1min,9,15,50,0.05,0.03,0.0,0,0.0
0.5min,12,15,20,0.02,0.03,0.0,0,0.0
0.5min,12,15,20,0.05,0.01,0.0,0,0.0
0.5min,12,15,20,0.05,0.02,0.0,0,0.0
0.5min,12,15,20,0.05,0.03,0.0,0,0.0
1min,9,10,50,0.05,0.01,0.0,0,0.0
1min,9,10,50,0.05,0.02,0.0,0,0.0
1min,9,10,50,0.05,0.03,0.0,0,0.0
5min,9,10,30,0.02,0.01,0.0,0,0.0
5min,9,10,30,0.02,0.02,0.0,0,0.0
1min,9,10,10,0.01,0.02,0.0,0,0.0
1min,9,10,10,0.01,0.03,0.0,0,0.0
5min,9,10,20,0.01,0.03,0.0,0,0.0
1min,9,10,20,0.02,0.02,0.0,0,0.0
1min,9,10,10,0.02,0.01,0.0,0,0.0
1min,9,10,30,0.05,0.03,0.0,0,0.0
1min,9,10,50,0.01,0.01,0.0,0,0.0
1min,9,10,50,0.01,0.02,0.0,0,0.0
1min,9,10,50,0.01,0.03,0.0,0,0.0
1min,9,10,50,0.02,0.01,0.0,0,0.0
1min,9,10,20,0.05,0.02,0.0,0,0.0
1min,9,10,30,0.01,0.03,0.0,0,0.0
1min,9,10,30,0.02,0.01,0.0,0,0.0
1min,9,10,30,0.02,0.02,0.0,0,0.0
1min,9,10,30,0.02,0.03,0.0,0,0.0
1min,9,10,30,0.03,0.01,0.0,0,0.0
1min,9,10,30,0.03,0.02,0.0,0,0.0
1min,9,10,10,0.01,0.01,0.0,0,0.0
0.5min,9,10,50,0.05,0.03,0.0,0,0.0
0.5min,6,10,50,0.01,0.01,0.0,0,0.0
1min,9,10,10,0.03,0.01,0.0,0,0.0
1min,9,10,10,0.03,0.02,0.0,0,0.0
1min,9,10,50,0.02,0.02,0.0,0,0.0
1min,9,10,50,0.02,0.03,0.0,0,0.0
1min,9,10,50,0.03,0.01,0.0,0,0.0
1min,9,10,50,0.03,0.02,0.0,0,0.0
1min,9,10,50,0.03,0.03,0.0,0,0.0
1min,9,10,10,0.02,0.03,0.0,0,0.0
1min,9,10,10,0.03,0.03,0.0,0,0.0
1min,9,10,10,0.05,0.01,0.0,0,0.0
1min,9,10,10,0.05,0.02,0.0,0,0.0
1min,9,10,10,0.05,0.03,0.0,0,0.0
1min,9,10,20,0.01,0.01,0.0,0,0.0
1min,9,10,20,0.01,0.02,0.0,0,0.0
1min,9,10,20,0.01,0.03,0.0,0,0.0
1min,9,10,20,0.02,0.01,0.0,0,0.0
1min,9,10,20,0.02,0.03,0.0,0,0.0
1min,9,10,20,0.03,0.01,0.0,0,0.0
1min,9,10,20,0.03,0.02,0.0,0,0.0
1min,9,10,20,0.03,0.03,0.0,0,0.0
1min,9,10,20,0.05,0.01,0.0,0,0.0
1min,9,10,30,0.01,0.01,0.0,0,0.0
1min,9,10,30,0.01,0.02,0.0,0,0.0
5min,9,10,50,0.05,0.01,0.0,0,0.0
5min,9,10,20,0.02,0.03,0.0,0,0.0
5min,9,10,20,0.02,0.02,0.0,0,0.0
5min,9,10,50,0.05,0.03,0.0,0,0.0
5min,9,10,50,0.05,0.02,0.0,0,0.0
1min,12,15,50,0.03,0.03,0.0,0,0.0
1min,12,15,50,0.05,0.01,0.0,0,0.0
1min,12,15,50,0.05,0.02,0.0,0,0.0
1min,12,15,50,0.05,0.03,0.0,0,0.0
5min,9,10,30,0.02,0.03,0.0,0,0.0
5min,12,15,50,0.01,0.01,0.0,0,0.0
5min,9,10,20,0.01,0.01,0.0,0,0.0
5min,9,10,20,0.01,0.02,0.0,0,0.0
5min,9,10,30,0.05,0.01,0.0,0,0.0
0.5min,9,10,50,0.05,0.02,0.0,0,0.0
5min,9,10,50,0.02,0.02,0.0,0,0.0
0.5min,9,10,20,0.02,0.02,0.0,0,0.0
5min,9,10,30,0.03,0.01,0.0,0,0.0
5min,9,10,30,0.03,0.02,0.0,0,0.0
5min,12,15,50,0.01,0.02,0.0,0,0.0
5min,9,10,30,0.05,0.03,0.0,0,0.0
5min,12,15,50,0.01,0.03,0.0,0,0.0
5min,9,10,20,0.03,0.01,0.0,0,0.0
5min,9,10,20,0.03,0.02,0.0,0,0.0
5min,9,10,20,0.03,0.03,0.0,0,0.0
5min,9,10,20,0.05,0.01,0.0,0,0.0
5min,9,10,30,0.03,0.03,0.0,0,0.0
5min,9,10,50,0.01,0.01,0.0,0,0.0
5min,9,10,50,0.01,0.02,0.0,0,0.0
5min,9,10,50,0.01,0.03,0.0,0,0.0
5min,9,10,50,0.02,0.01,0.0,0,0.0
5min,9,10,50,0.03,0.03,0.0,0,0.0
1min,3,20,20,0.03,0.02,-0.000999999999891088,132,39.39393939393939
5min,3,60,20,0.01,0.02,-0.0015000000000924274,183,63.934426229508205
1min,3,50,50,0.02,0.01,-0.0024999999999550937,141,34.751773049645394
0.5min,6,15,30,0.02,0.01,-0.0035000000000025007,35,34.285714285714285
0.5min,9,20,30,0.01,0.01,-0.004500000000035698,45,46.666666666666664
1min,6,15,30,0.03,0.01,-0.005499999999969418,49,26.53061224489796
5min,3,26,20,0.01,0.01,-0.013500000000021828,180,48.888888888888886
0.5min,9,15,20,0.02,0.01,-0.013999999999995795,32,34.375
0.5min,6,26,50,0.02,0.03,-0.018000000000000682,29,55.172413793103445
5min,12,15,30,0.05,0.02,-0.018000000000014893,7,28.57142857142857
1min,3,60,30,0.02,0.01,-0.018499999999946226,292,34.24657534246575
1min,3,10,10,0.03,0.02,-0.01899999999989177,161,39.75155279503105
0.5min,3,10,50,0.01,0.03,-0.020000000000024443,20,70.0
1min,3,10,30,0.01,0.03,-0.02199999999999136,40,67.5
0.5min,12,60,50,0.01,0.02,-0.02549999999999386,75,61.33333333333333
0.5min,9,60,20,0.03,0.01,-0.025500000000008075,253,25.691699604743086
0.5min,6,50,30,0.01,0.03,-0.025999999999967823,165,70.3030303030303
0.5min,9,20,30,0.03,0.02,-0.025999999999996245,21,38.095238095238095
5min,3,60,10,0.01,0.02,-0.026500000000112323,197,63.95939086294417
0.5min,6,50,30,0.01,0.01,-0.03200000000003911,255,47.05882352941176
1min,6,20,30,0.02,0.02,-0.03449999999992315,52,48.07692307692308
1min,3,10,20,0.05,0.01,-0.044499999999928264,79,17.72151898734177
5min,3,60,20,0.03,0.02,-0.04800000000005866,122,39.34426229508197
1min,3,50,20,0.05,0.01,-0.05549999999989552,213,17.370892018779344
0.5min,3,20,30,0.01,0.01,-0.05599999999998318,122,45.90163934426229
1min,9,60,30,0.01,0.03,-0.05750000000010403,202,71.28712871287128
0.5min,3,10,50,0.05,0.03,-0.059499999999999886,11,36.36363636363637
0.5min,9,50,50,0.02,0.01,-0.06049999999997624,76,34.21052631578947
1min,6,10,10,0.03,0.01,-0.06099999999992178,89,25.842696629213485
1min,9,50,30,0.01,0.01,-0.06100000000000704,302,47.682119205298015
0.5min,3,26,20,0.03,0.01,-0.06249999999994316,186,26.344086021505376
1min,6,50,50,0.03,0.03,-0.06299999999994554,66,48.484848484848484
0.5min,9,50,20,0.03,0.01,-0.06399999999996453,212,25.471698113207548
0.5min,6,10,20,0.01,0.02,-0.0640000000000498,28,64.28571428571429
1min,12,60,10,0.01,0.03,-0.06599999999993145,377,72.41379310344827
1min,9,26,10,0.03,0.02,-0.06849999999998602,178,39.8876404494382
1min,3,10,50,0.02,0.03,-0.07399999999999807,13,53.84615384615385
0.5min,9,26,10,0.03,0.02,-0.07549999999990575,156,39.1025641025641
1min,6,20,20,0.05,0.01,-0.07549999999993418,106,17.92452830188679
0.5min,9,60,10,0.01,0.02,-0.07599999999970919,485,63.91752577319587
1min,3,10,50,0.01,0.01,-0.07750000000000057,20,45.0
1min,12,26,50,0.02,0.02,-0.07799999999996032,15,46.666666666666664
0.5min,6,10,30,0.05,0.01,-0.07850000000001955,7,14.285714285714285
0.5min,9,50,50,0.01,0.01,-0.08050000000000068,97,46.391752577319586
0.5min,12,60,50,0.01,0.03,-0.081999999999951,63,68.25396825396825
0.5min,9,26,30,0.03,0.01,-0.08249999999995339,58,25.862068965517242
1min,3,50,50,0.01,0.02,-0.0849999999999369,134,61.940298507462686
0.5min,12,50,50,0.03,0.01,-0.08549999999996771,57,26.31578947368421
0.5min,6,20,50,0.03,0.03,-0.08599999999999852,15,46.666666666666664
1min,6,15,30,0.02,0.03,-0.08749999999994884,37,54.054054054054056
1min,12,60,20,0.02,0.01,-0.08999999999993236,353,34.27762039660057
5min,12,15,30,0.02,0.03,-0.09050000000002001,9,55.55555555555556
5min,3,10,30,0.01,0.01,-0.09399999999997988,65,47.69230769230769
1min,3,60,50,0.01,0.02,-0.0949999999999136,162,62.34567901234568
1min,3,20,30,0.03,0.02,-0.09799999999994215,77,38.961038961038966
0.5min,12,20,20,0.02,0.02,-0.09850000000001556,31,45.16129032258064
0.5min,9,20,30,0.03,0.03,-0.09899999999998954,18,44.44444444444444
0.5min,6,10,20,0.05,0.02,-0.09950000000002034,14,28.57142857142857
0.5min,6,15,50,0.01,0.01,-0.10000000000005116,22,45.45454545454545
1min,9,50,10,0.01,0.03,-0.10100000000004172,367,72.20708446866485
0.5min,9,20,30,0.01,0.02,-0.10150000000002991,36,61.111111111111114
1min,12,26,50,0.05,0.01,-0.10299999999996601,18,16.666666666666664
0.5min,9,15,30,0.01,0.01,-0.10450000000003,20,45.0
0.5min,9,20,10,0.02,0.01,-0.10500000000004661,211,33.175355450236964
0.5min,3,15,20,0.01,0.01,-0.10600000000000875,178,46.62921348314607
1min,12,26,50,0.01,0.01,-0.10849999999996386,22,40.909090909090914
0.5min,6,26,50,0.01,0.02,-0.11050000000003024,40,60.0
0.5min,6,50,10,0.05,0.01,-0.11149999999997817,276,17.391304347826086
0.5min,12,60,50,0.01,0.01,-0.11199999999996636,100,46.0
5min,3,10,10,0.01,0.01,-0.11250000000001137,170,48.8235294117647
1min,6,20,30,0.03,0.03,-0.11299999999998533,37,45.94594594594595
1min,12,50,30,0.05,0.01,-0.11449999999989303,149,17.449664429530202
0.5min,9,26,30,0.05,0.01,-0.11499999999995225,47,17.02127659574468
1min,12,26,50,0.03,0.01,-0.11749999999997841,18,22.22222222222222
5min,3,15,10,0.01,0.01,-0.1190000000000282,195,48.717948717948715
1min,9,50,10,0.01,0.02,-0.12099999999993825,442,64.02714932126696
0.5min,6,20,50,0.01,0.01,-0.1225000000000449,34,47.05882352941176
5min,3,10,30,0.03,0.02,-0.12400000000002366,52,38.46153846153847
1min,3,20,50,0.03,0.01,-0.12449999999996919,48,25.0
0.5min,6,10,30,0.03,0.01,-0.12450000000001182,8,25.0
1min,3,20,50,0.05,0.01,-0.12549999999994554,41,17.073170731707318
1min,9,60,50,0.05,0.02,-0.12799999999992906,70,28.57142857142857
0.5min,6,26,50,0.03,0.01,-0.12949999999996464,34,26.47058823529412
0.5min,12,26,20,0.03,0.03,-0.12949999999996464,43,46.51162790697674
0.5min,3,60,50,0.03,0.01,-0.1314999999999884,98,26.53061224489796
1min,6,26,30,0.05,0.01,-0.13449999999993167,85,17.647058823529413
1min,6,50,50,0.03,0.01,-0.13649999999994122,110,26.36363636363636
0.5min,6,15,50,0.02,0.02,-0.13700000000002888,15,46.666666666666664
5min,3,60,30,0.01,0.01,-0.13800000000001944,186,48.38709677419355
5min,3,10,30,0.03,0.01,-0.1395000000000124,58,25.862068965517242
0.5min,12,50,50,0.05,0.01,-0.144499999999951,46,17.391304347826086
1min,3,26,10,0.05,0.01,-0.1484999999999701,252,17.46031746031746
0.5min,6,26,50,0.01,0.01,-0.14950000000003172,48,45.83333333333333
0.5min,6,15,50,0.03,0.01,-0.15050000000002228,16,25.0
5min,3,20,10,0.01,0.01,-0.1505000000000365,202,48.51485148514851
1min,3,15,20,0.02,0.02,-0.15099999999996783,118,48.30508474576271
0.5min,6,10,30,0.02,0.01,-0.15100000000001046,8,25.0
0.5min,3,50,50,0.03,0.03,-0.1554999999999751,59,47.45762711864407
0.5min,3,10,30,0.05,0.03,-0.1565000000000083,19,31.57894736842105
0.5min,6,50,20,0.02,0.01,-0.16050000000005582,310,33.5483870967742
0.5min,9,20,50,0.01,0.01,-0.16100000000001558,16,43.75
1min,9,60,30,0.01,0.01,-0.16300000000008197,335,47.76119402985074
5min,3,10,30,0.02,0.01,-0.1634999999999991,64,34.375
1min,3,15,20,0.02,0.03,-0.16400000000000148,107,57.009345794392516
0.5min,9,60,50,0.03,0.01,-0.1654999999999518,66,25.757575757575758
0.5min,9,60,50,0.02,0.01,-0.1659999999999684,86,33.72093023255814
0.5min,6,20,50,0.01,0.02,-0.16850000000003718,27,62.96296296296296
1min,3,10,50,0.01,0.02,-0.1740000000000066,17,58.82352941176471
0.5min,6,26,30,0.01,0.01,-0.17499999999999716,128,45.3125
0.5min,9,26,30,0.01,0.03,-0.1759999999999593,62,67.74193548387096
0.5min,3,20,20,0.01,0.02,-0.17749999999993804,192,62.5
1min,12,50,10,0.02,0.01,-0.1784999999999286,444,34.234234234234236
1min,6,26,20,0.03,0.01,-0.17849999999997124,183,25.683060109289617
1min,9,60,50,0.01,0.01,-0.1785000000000423,183,46.994535519125684
0.5min,6,60,10,0.01,0.01,-0.1794999999998197,735,48.16326530612245
1min,3,26,10,0.02,0.01,-0.18099999999996896,381,33.85826771653544
0.5min,9,26,30,0.02,0.01,-0.18249999999997613,77,33.76623376623377
5min,12,15,30,0.03,0.03,-0.18250000000000455,7,42.857142857142854
0.5min,6,10,30,0.03,0.02,-0.18350000000000932,6,33.33333333333333
1min,12,50,10,0.01,0.02,-0.18449999999992883,437,63.84439359267735
5min,3,10,50,0.01,0.03,-0.19000000000002615,27,66.66666666666666
0.5min,3,20,30,0.01,0.03,-0.19049999999995748,89,68.53932584269663
1min,6,50,50,0.01,0.01,-0.1915000000000049,152,46.05263157894737
0.5min,9,15,20,0.05,0.03,-0.19199999999997885,12,33.33333333333333
0.5min,6,20,50,0.02,0.01,-0.19250000000000966,28,32.142857142857146
1min,3,26,50,0.05,0.01,-0.192999999999941,52,17.307692307692307
0.5min,12,50,50,0.01,0.01,-0.1939999999999884,86,45.348837209302324
0.5min,6,20,50,0.03,0.01,-0.19599999999999795,24,25.0
0.5min,9,26,50,0.01,0.01,-0.19600000000002638,35,45.714285714285715
0.5min,12,26,30,0.01,0.01,-0.19699999999998852,65,44.61538461538462
1min,6,26,20,0.01,0.02,-0.19849999999995305,200,62.5
0.5min,3,60,10,0.03,0.01,-0.19899999999994122,414,25.845410628019323
0.5min,12,20,10,0.05,0.03,-0.19899999999998386,48,35.41666666666667
1min,12,20,10,0.02,0.03,-0.20050000000000523,102,56.86274509803921
0.5min,3,20,50,0.05,0.03,-0.20650000000000546,19,31.57894736842105
0.5min,3,60,50,0.01,0.02,-0.20899999999996055,116,60.3448275862069
0.5min,6,10,30,0.02,0.02,-0.21000000000000796,6,33.33333333333333
1min,6,26,30,0.05,0.03,-0.21049999999999616,49,34.69387755102041
5min,3,26,10,0.01,0.01,-0.21050000000003877,201,48.258706467661696
1min,6,26,50,0.02,0.03,-0.21449999999994415,34,52.94117647058824
0.5min,3,15,20,0.03,0.03,-0.21749999999997272,89,48.31460674157304
0.5min,6,60,50,0.01,0.03,-0.21999999999998465,83,67.46987951807229
1min,3,20,50,0.01,0.03,-0.22099999999997522,42,66.66666666666666
0.5min,12,15,10,0.01,0.01,-0.222500000000025,40,45.0
0.5min,6,15,30,0.01,0.03,-0.2225000000000392,35,65.71428571428571
1min,3,20,50,0.01,0.02,-0.22499999999998013,46,58.69565217391305
0.5min,12,50,50,0.02,0.03,-0.23550000000000182,40,55.00000000000001
0.5min,12,60,50,0.02,0.01,-0.23699999999995214,79,32.91139240506329
0.5min,12,26,20,0.01,0.02,-0.2400000000000233,86,60.46511627906976
1min,12,26,50,0.01,0.02,-0.24099999999997124,17,52.94117647058824
0.5min,12,50,50,0.02,0.01,-0.24099999999998545,70,32.857142857142854
1min,3,50,10,0.01,0.02,-0.2499999999999858,467,64.02569593147751
1min,6,10,10,0.02,0.01,-0.2509999999999195,100,34.0
0.5min,6,10,30,0.05,0.02,-0.2515000000000214,5,20.0
0.5min,12,50,50,0.05,0.02,-0.2530000000000143,30,26.666666666666668
1min,12,26,50,0.02,0.01,-0.2549999999999528,20,30.0
1min,9,20,20,0.05,0.02,-0.2559999999999434,48,27.083333333333332
1min,6,15,20,0.02,0.02,-0.2584999999999127,67,47.76119402985074
0.5min,3,10,10,0.03,0.03,-0.2594999999999743,138,48.55072463768116
0.5min,6,60,50,0.01,0.01,-0.2600000000000193,124,44.354838709677416
1min,9,50,50,0.05,0.02,-0.2619999999999578,54,27.77777777777778
0.5min,12,20,20,0.01,0.01,-0.26250000000003126,51,43.13725490196079
5min,12,15,30,0.03,0.02,-0.2670000000000101,7,28.57142857142857
5min,3,50,20,0.01,0.01,-0.2675000000000125,189,48.148148148148145
5min,3,15,20,0.01,0.01,-0.2680000000000149,154,48.05194805194805
