fast,slow,confirm,band_bps,tp_pct,sl_pct,trades,freq_per_hour,total_pnl,sharpe_like,max_drawdown,score,trial
26,34,3,10.633264495672114,0.02239640224125559,0.008958257466844229,288.0,1.2004168113928448,-310.6184466411862,-17.565342222340355,311.2393650686463,-868.8282861834331,181
26,34,3,10.544621258359392,0.022155718487694473,0.00897973154000335,294.0,1.225425494963529,-303.9303544779265,-15.157407691888606,303.93035447792863,-908.2622624131378,191
26,34,3,10.508394017876064,0.024800654024164263,0.010046731633219775,296.0,1.2337617228204238,-316.1001708018171,-13.220432498718473,348.14403080181546,-959.0176750934444,185
25,34,3,11.77539671073777,0.00645116727684287,0.00982049604390211,303.0,1.2629385203195556,-305.46526819452976,-14.50358355889436,326.2562471611709,-995.9207907701157,101
26,34,3,10.410104200729112,0.009646158657735727,0.01061941674815416,301.0,1.2546022924626608,-312.0964264805063,-14.679062459156663,346.55306400889094,-996.045449656189,56
25,34,3,11.757326670734752,0.0062480440876234765,0.010530071869936227,303.0,1.2629385203195556,-311.94128949178076,-15.544809096242743,321.17496269402545,-999.9602923875289,112
25,34,3,11.729875618335535,0.005653195427388386,0.010520584096096335,305.0,1.2712747481764501,-295.26863391299577,-12.616944826139234,346.90518000713564,-1012.5324147520778,111
26,34,3,10.399460300251267,0.02557898752937727,0.009598270548625339,302.0,1.258770406391108,-329.4376646151896,-14.609398283812991,329.43766461518317,-1013.1582495333786,166
25,34,3,11.761654958498646,0.006316481573042684,0.0105348612193951,303.0,1.2629385203195556,-322.90869415291917,-16.628388696981556,334.7092388583387,-1017.8031930908978,106
25,34,3,11.77532336163206,0.006317714583691908,0.012033169360471763,303.0,1.2629385203195556,-346.05114419269387,-16.322035577967224,353.58488950151695,-1050.3528331403602,105
26,34,3,10.06665772288681,0.025034258489700346,0.010298674217534503,317.0,1.3212921153178188,-274.6671047404735,-14.229870914062635,274.6671047404743,-1056.0078748377543,159
25,34,3,11.569249807147452,0.007260841098592788,0.009174838637813971,315.0,1.312955887460924,-324.2526414789468,-14.279704108024209,346.347205479251,-1124.7659895512227,121
25,34,3,11.369969729197,0.0063075763068338175,0.009765880103519278,322.0,1.3421326849600557,-302.99964369242787,-16.803162840081576,316.3133034409966,-1147.1019816170456,92
26,36,3,11.982426074287451,0.007670963479186683,0.008831248788703623,326.0,1.358805140673845,-284.8322056737936,-15.28772323544906,330.0230961543475,-1168.9828074222023,131
25,34,3,11.468261441395649,0.008134354473658047,0.00915607489287484,318.0,1.325460229246266,-362.8931812156888,-12.077740321177636,364.3165623179193,-1197.1796948992983,133
25,34,3,11.299342996510086,0.022053287612742663,0.01054637026124197,323.0,1.346300798888503,-342.00919224092763,-14.788524679104384,348.24185194067286,-1210.2105684561805,161
26,36,3,11.999351429663704,0.007444298767831927,0.008558037066820776,326.0,1.358805140673845,-336.2493877172341,-16.301484940692035,376.18390545592956,-1243.581770286958,118
26,35,3,10.934723074015256,0.023466785625345637,0.01032982169473685,324.0,1.3504689128169505,-372.43740575228344,-26.228505752760324,376.67834575228335,-1264.3372548376021,145
25,34,3,10.872801668977358,0.005394177726937203,0.007814723552058212,331.0,1.379645710316082,-364.5968029417377,-16.65665942996131,372.61683854453076,-1311.8623087891633,38
26,35,3,10.68259337582162,0.021275965373504006,0.009005467379279104,333.0,1.3879819381729768,-393.0952980359264,-22.931888212833016,397.3362380359322,-1370.0204822211292,192
26,36,3,11.712060756810088,0.016570299234067255,0.008518097905022693,333.0,1.3879819381729768,-399.6571993590286,-17.978321690984043,403.89813935903294,-1379.367977553597,120
24,34,3,11.800763531420454,0.00507253606893744,0.010895116291181874,346.0,1.4421674192427927,-347.4332503224122,-17.896154524740595,369.14469847488726,-1418.1300534979155,104
26,36,3,11.236986951600638,0.023517134352256143,0.009947369850209838,347.0,1.44633553317124,-345.03613962598536,-12.93939231247649,377.56049059496036,-1427.7813904971931,194
25,35,3,11.244918626043535,0.006508513358075908,0.009044620430012463,354.0,1.4755123306703717,-340.1341927180007,-17.82684735531853,351.0635011777449,-1468.4732893831483,113
26,36,3,11.05914629381175,0.024158989722995104,0.010323459188349208,355.0,1.4796804445988192,-350.39304700560126,-13.12823967840269,380.56986678387693,-1501.3516935630182,152
26,37,3,11.72574652785691,0.005791298879076575,0.010776277113294316,366.0,1.5255296978117403,-338.1028120262965,-16.023550306540578,341.36620383187255,-1561.4476645963675,67
24,34,3,11.341834771472554,0.007118980093945088,0.010113300797266026,359.0,1.4963529003126086,-393.65898221188877,-19.45110623207284,393.6589822118767,-1585.1393845662515,115
25,35,3,11.016171675318434,0.021079243484659515,0.008562885813002831,362.0,1.5088572420979507,-396.6955080501612,-14.245439149923996,397.9456658707131,-1614.8073690964115,180
26,36,3,10.982933598764475,0.026986254512914025,0.009364206992161315,357.0,1.4880166724557138,-421.2387440322083,-18.48759626747862,441.36958403220524,-1619.8056405864863,137
26,36,3,10.853835937778873,0.02314991703911035,0.009384427885799766,360.0,1.5005210142410559,-424.653537457702,-21.221252735780865,424.6535374576906,-1640.144459942237,183
